BuildID,GPU_Tier,Motherboard_Chipset,GPU_Brand,Motherboard_Model,CPU_Brand,Motherboard_Brand,GPU_Model,CPU_Model,Component_Price_CPU,Component_Price_Motherboard,Component_Price_GPU,Assembly_Fee,Build_Notes,CPU_Tier,Motherboard_Tier,Total_Price
BUILD-15527,3,Z690,NVIDIA,ASRock Z690M PG RIPTIDE/D5 DDR5 Micro ATX,Intel,Asrock,GALAX SUPER EX Gaming (1-Click OC) GeForce RTX 4070 12GB GDDR6X Pink,Intel Core i5-13600K,7199760,3152443,19680000,200000,"Nhu cầu cận cao cấp: Chiến game AAA cực mượt ở 2K, Làm đồ họa 2D/3D bán chuyên nghiệp, Edit video 2K/4K.",3,1,30232203
BUILD-05935,2,B650,AMD,Gigabyte B650M C AM5 DDR5 Micro ATX,AMD,Gigabyte,Asus ROG STRIX OC Radeon RX 7600 8GB GDDR6 Black / Silver,AMD Ryzen 7 9800X3D,10836000,4466531,6599760,200000,Nhu cầu đa dụng: Cân bằng tốt giữa các tác vụ làm việc hàng ngày và giải trí chơi game.,1,2,22102291
BUILD-14472,5,B850,NVIDIA,MSI B850 PRO B850M-VC WIFI6E AM5 DDR5 Micro ATX,AMD,MSI,Gigabyte GAMING OC GeForce RTX 4090 24 GB,AMD Ryzen 5 7600X,4091760,4992114,71903760,300000,"Nhu cầu cao cấp: Chơi game AAA ở 4K/2K, Dựng phim 4K mượt mà, Đồ họa kỹ thuật phức tạp (AutoCAD, Blender, Maya), Stream game.",3,1,81287634
BUILD-11771,5,B850,NVIDIA,MSI B850 PRO B850M-VC WIFI6E AM5 DDR5 Micro ATX,AMD,MSI,Gigabyte GAMING OC GeForce RTX 4090 24 GB,AMD Ryzen 7 9800X3D,10836000,4992114,71903760,300000,Nhu cầu đặc thù: Dồn toàn bộ ngân sách cho GPU để tối ưu Render 3D hoặc cày game nặng với ngân sách CPU eo hẹp.,1,3,88031874
BUILD-12376,4,H610,AMD,Biostar H610 MX-E LGA1700 DDR4 Micro ATX,Intel,Unknown,Asus TUF GAMING OC Radeon RX 7900 XTX 24GB GDDR6 Black,Intel Core i3-13100,3006000,4018139,21599760,300000,Nhu cầu đặc thù: Dồn toàn bộ ngân sách cho GPU để tối ưu Render 3D hoặc cày game nặng với ngân sách CPU eo hẹp.,2,1,28923899
BUILD-10437,1,B850,AMD,MSI B850 PRO B850M-VC WIFI6E AM5 DDR5 Micro ATX,AMD,MSI,Asus TUF GAMING OC Radeon RX 6500 XT 4GB GDDR6 Black,AMD Ryzen 7 7700X,5831520,4992114,3839760,200000,"Nhu cầu máy trạm chuyên biệt: Lập trình, Chạy máy ảo, Xử lý dữ liệu nặng (Data Science), Render bằng CPU, Chơi game eSports cơ bản.",4,2,14863394
BUILD-07941,4,B850,NVIDIA,MSI B850 PRO B850M-VC WIFI6E AM5 DDR5 Micro ATX,AMD,MSI,MSI GAMING TRIO GeForce RTX 4080 16GB GDDR6X Black,AMD Ryzen 7 9800X3D,10836000,4992114,44399760,300000,Nhu cầu đặc thù: Dồn toàn bộ ngân sách cho GPU để tối ưu Render 3D hoặc cày game nặng với ngân sách CPU eo hẹp.,1,3,60527874
BUILD-08922,1,B850,AMD,MSI B850 PRO B850M-VC WIFI6E AM5 DDR5 Micro ATX,AMD,MSI,Asus TUF GAMING OC Radeon RX 6500 XT 4GB GDDR6 Black,AMD Ryzen 5 7600X,4091760,4992114,3839760,200000,"Nhu cầu đa nhiệm làm việc: Viết code, Chỉnh sửa ảnh, Mở hàng chục tab trình duyệt, Chơi game nhẹ nhàng (LoL, FO4).",3,3,13123634
BUILD-00429,1,B850,AMD,ASRock B850 Pro RS WiFi AM5 DDR5 ATX,AMD,Asrock,Asus TUF GAMING OC Radeon RX 6500 XT 4GB GDDR6 Black,AMD Ryzen 7 9800X3D,10836000,5268737,3839760,200000,"Nhu cầu cơ bản: Làm việc văn phòng (Word, Excel), Học tập online, Giải trí lướt web xem phim, Chơi game eSports setting thấp.",1,2,20144497
BUILD-05367,3,B850,NVIDIA,ASRock B850 Pro RS WiFi AM5 DDR5 ATX,AMD,Asrock,GALAX SUPER EX Gaming (1-Click OC) GeForce RTX 4070 12GB GDDR6X Pink,AMD Ryzen 5 7600X,4091760,5268737,19680000,200000,"Nhu cầu cận cao cấp: Chiến game AAA cực mượt ở 2K, Làm đồ họa 2D/3D bán chuyên nghiệp, Edit video 2K/4K.",3,2,29240497
BUILD-17016,2,Z790,NVIDIA,MSI Z790 MPG EDGE MONSTER HUNTER EDITION DDR5 ATX,Intel,MSI,Asus TUF GAMING OC GeForce RTX 3060 Ti 8GB GDDR6 Black,Intel Core i3-13100,3006000,6306466,11738160,200000,"Nhu cầu quốc dân (Tầm trung): Chơi mượt game eSports (LoL, CS2, Valorant) 144Hz, Game AAA ở Full HD, Thiết kế PTS/AI, Edit video cơ bản.",2,3,21250626
BUILD-17246,3,Z690,AMD,ASRock Z690M PG RIPTIDE/D5 DDR5 Micro ATX,Intel,Asrock,Asus TUF GAMING OC Radeon RX 7800 XT 16GB GDDR6 White,Intel Core i3-13100,3006000,3152443,14399760,200000,"Nhu cầu cận cao cấp: Chiến game AAA cực mượt ở 2K, Làm đồ họa 2D/3D bán chuyên nghiệp, Edit video 2K/4K.",2,2,20758203
BUILD-08667,2,B760,AMD,Gigabyte B760 DS3H AX DDR5 ATX,Intel,Gigabyte,Asus ROG STRIX OC Radeon RX 7600 8GB GDDR6 Black / Silver,Intel Core i3-13100,3006000,6913982,6599760,200000,"Nhu cầu quốc dân (Tầm trung): Chơi mượt game eSports (LoL, CS2, Valorant) 144Hz, Game AAA ở Full HD, Thiết kế PTS/AI, Edit video cơ bản.",2,2,16719742
BUILD-03586,3,B760,NVIDIA,Gigabyte B760 DS3H AX DDR5 ATX,Intel,Gigabyte,GALAX SUPER EX Gaming (1-Click OC) GeForce RTX 4070 12GB GDDR6X Pink,Intel Core i9-13900K,10416000,6913982,19680000,200000,"Nhu cầu cao cấp: Chơi game AAA ở 4K/2K, Dựng phim 4K mượt mà, Đồ họa kỹ thuật phức tạp (AutoCAD, Blender, Maya), Stream game.",5,2,37209982
BUILD-02699,2,B760,NVIDIA,ASUS B760M-AYW WIFI D4,Intel,Asus,Asus TUF GAMING OC GeForce RTX 3060 Ti 8GB GDDR6 Black,Intel Core i5-13600K,7199760,4858808,11738160,200000,"Nhu cầu quốc dân (Tầm trung): Chơi mượt game eSports (LoL, CS2, Valorant) 144Hz, Game AAA ở Full HD, Thiết kế PTS/AI, Edit video cơ bản.",3,2,23996728
BUILD-06324,4,B650,AMD,Biostar B650 MT AM5 DDR5 Micro ATX,AMD,Unknown,Asus TUF GAMING OC Radeon RX 7900 XTX 24GB GDDR6 Black,AMD Ryzen 7 9800X3D,10836000,4572965,21599760,300000,"Nhu cầu cao cấp: Chơi game AAA ở 4K/2K, Dựng phim 4K mượt mà, Đồ họa kỹ thuật phức tạp (AutoCAD, Blender, Maya), Stream game.",3,1,37308725
BUILD-13067,2,B850,NVIDIA,MSI B850 PRO B850M-VC WIFI6E AM5 DDR5 Micro ATX,AMD,MSI,Asus TUF GAMING OC GeForce RTX 3060 Ti 8GB GDDR6 Black,AMD Ryzen 7 9800X3D,10836000,4992114,11738160,200000,Nhu cầu đa dụng: Cân bằng tốt giữa các tác vụ làm việc hàng ngày và giải trí chơi game.,1,2,27766274
BUILD-12493,1,B850,AMD,MSI B850 PRO B850M-VC WIFI6E AM5 DDR5 Micro ATX,AMD,MSI,Asus TUF GAMING OC Radeon RX 6500 XT 4GB GDDR6 Black,AMD Ryzen 7 7700X,5831520,4992114,3839760,200000,"Nhu cầu máy trạm chuyên biệt: Lập trình, Chạy máy ảo, Xử lý dữ liệu nặng (Data Science), Render bằng CPU, Chơi game eSports cơ bản.",4,2,14863394
BUILD-01817,4,B850,AMD,ASRock B850 Pro RS WiFi AM5 DDR5 ATX,AMD,Asrock,Asus TUF GAMING OC Radeon RX 7900 XTX 24GB GDDR6 Black,AMD Ryzen 5 7600X,4091760,5268737,21599760,300000,"Nhu cầu cao cấp: Chơi game AAA ở 4K/2K, Dựng phim 4K mượt mà, Đồ họa kỹ thuật phức tạp (AutoCAD, Blender, Maya), Stream game.",3,2,31260257
BUILD-06144,4,B850,AMD,ASRock B850 Pro RS WiFi AM5 DDR5 ATX,AMD,Asrock,Asus TUF GAMING OC Radeon RX 7900 XTX 24GB GDDR6 Black,AMD Ryzen 7 7700X,5831520,5268737,21599760,300000,"Nhu cầu cao cấp: Chơi game AAA ở 4K/2K, Dựng phim 4K mượt mà, Đồ họa kỹ thuật phức tạp (AutoCAD, Blender, Maya), Stream game.",4,2,33000017
BUILD-07690,4,B760,AMD,ASUS B760M-AYW WIFI D4,Intel,Asus,Asus TUF GAMING OC Radeon RX 7900 XTX 24GB GDDR6 Black,Intel Core i3-13100,3006000,4858808,21599760,300000,Nhu cầu đặc thù: Dồn toàn bộ ngân sách cho GPU để tối ưu Render 3D hoặc cày game nặng với ngân sách CPU eo hẹp.,2,2,29764568
BUILD-03394,2,H610,NVIDIA,Biostar H610 MX-E LGA1700 DDR4 Micro ATX,Intel,Unknown,Asus TUF GAMING OC GeForce RTX 3060 Ti 8GB GDDR6 Black,Intel Core i9-13900K,10416000,4018139,11738160,200000,"Nhu cầu máy trạm chuyên biệt: Lập trình, Chạy máy ảo, Xử lý dữ liệu nặng (Data Science), Render bằng CPU, Chơi game eSports cơ bản.",5,1,26372299
BUILD-08948,4,Z790,NVIDIA,MSI Z790 MPG EDGE MONSTER HUNTER EDITION DDR5 ATX,Intel,MSI,MSI GAMING TRIO GeForce RTX 4080 16GB GDDR6X Black,Intel Core i5-13600K,7199760,6306466,44399760,300000,"Nhu cầu cao cấp: Chơi game AAA ở 4K/2K, Dựng phim 4K mượt mà, Đồ họa kỹ thuật phức tạp (AutoCAD, Blender, Maya), Stream game.",3,1,58205986
BUILD-11492,1,B760,NVIDIA,Gigabyte B760 DS3H AX DDR5 ATX,Intel,Gigabyte,Asus TUF GAMING OC GeForce GTX 1650 SUPER 4GB GDDR6 Black,Intel Core i5-13600K,7199760,6913982,10056000,200000,"Nhu cầu đa nhiệm làm việc: Viết code, Chỉnh sửa ảnh, Mở hàng chục tab trình duyệt, Chơi game nhẹ nhàng (LoL, FO4).",3,3,24369742
BUILD-10328,3,Z690,NVIDIA,ASRock Z690M PG RIPTIDE/D5 DDR5 Micro ATX,Intel,Asrock,GALAX SUPER EX Gaming (1-Click OC) GeForce RTX 4070 12GB GDDR6X Pink,Intel Core i7-13700K,9367920,3152443,19680000,200000,"Nhu cầu cao cấp: Chơi game AAA ở 4K/2K, Dựng phim 4K mượt mà, Đồ họa kỹ thuật phức tạp (AutoCAD, Blender, Maya), Stream game.",4,2,32400363
BUILD-08581,5,B760,NVIDIA,Gigabyte B760 DS3H AX DDR5 ATX,Intel,Gigabyte,Gigabyte GAMING OC GeForce RTX 4090 24 GB,Intel Core i9-13900K,10416000,6913982,71903760,300000,"Nhu cầu tối thượng: Chơi game 4K Max Setting, Render 3D/Video 8K chuyên nghiệp, Huấn luyện AI/Deep Learning, Stream đa nền tảng.",5,1,89533742
BUILD-18097,4,B850,NVIDIA,ASRock B850 Pro RS WiFi AM5 DDR5 ATX,AMD,Asrock,MSI GAMING TRIO GeForce RTX 4080 16GB GDDR6X Black,AMD Ryzen 5 7600X,4091760,5268737,44399760,300000,"Nhu cầu cao cấp: Chơi game AAA ở 4K/2K, Dựng phim 4K mượt mà, Đồ họa kỹ thuật phức tạp (AutoCAD, Blender, Maya), Stream game.",3,2,54060257
BUILD-09444,1,B650,AMD,Gigabyte B650M C AM5 DDR5 Micro ATX,AMD,Gigabyte,Asus TUF GAMING OC Radeon RX 6500 XT 4GB GDDR6 Black,AMD Ryzen 9 7950X,10799040,4466531,3839760,200000,"Nhu cầu máy trạm chuyên biệt: Lập trình, Chạy máy ảo, Xử lý dữ liệu nặng (Data Science), Render bằng CPU, Chơi game eSports cơ bản.",5,1,19305331
BUILD-03239,1,B850,AMD,MSI B850 PRO B850M-VC WIFI6E AM5 DDR5 Micro ATX,AMD,MSI,Asus TUF GAMING OC Radeon RX 6500 XT 4GB GDDR6 Black,AMD Ryzen 7 9800X3D,10836000,4992114,3839760,200000,"Nhu cầu cơ bản: Làm việc văn phòng (Word, Excel), Học tập online, Giải trí lướt web xem phim, Chơi game eSports setting thấp.",1,3,19867874
BUILD-02455,4,X870,NVIDIA,ASUS X870 MAX GAMING WIFI7 W DDR5 ATX,AMD,Asus,MSI GAMING TRIO GeForce RTX 4080 16GB GDDR6X Black,AMD Ryzen 7 9800X3D,10836000,6698216,44399760,300000,"Nhu cầu cao cấp: Chơi game AAA ở 4K/2K, Dựng phim 4K mượt mà, Đồ họa kỹ thuật phức tạp (AutoCAD, Blender, Maya), Stream game.",3,2,62233976
BUILD-11941,4,B760,NVIDIA,ASUS B760M-AYW WIFI D4,Intel,Asus,MSI GAMING TRIO GeForce RTX 4080 16GB GDDR6X Black,Intel Core i5-13600K,7199760,4858808,44399760,300000,"Nhu cầu cao cấp: Chơi game AAA ở 4K/2K, Dựng phim 4K mượt mà, Đồ họa kỹ thuật phức tạp (AutoCAD, Blender, Maya), Stream game.",3,2,56758328
BUILD-03796,4,X870,NVIDIA,ASUS X870 MAX GAMING WIFI7 W DDR5 ATX,AMD,Asus,MSI GAMING TRIO GeForce RTX 4080 16GB GDDR6X Black,AMD Ryzen 7 9800X3D,10836000,6698216,44399760,300000,Nhu cầu đặc thù: Dồn toàn bộ ngân sách cho GPU để tối ưu Render 3D hoặc cày game nặng với ngân sách CPU eo hẹp.,1,3,62233976
BUILD-00348,1,B650,NVIDIA,Biostar B650 MT AM5 DDR5 Micro ATX,AMD,Unknown,Asus TUF GAMING OC GeForce GTX 1650 SUPER 4GB GDDR6 Black,AMD Ryzen 7 9800X3D,10836000,4572965,10056000,200000,"Nhu cầu cơ bản: Làm việc văn phòng (Word, Excel), Học tập online, Giải trí lướt web xem phim, Chơi game eSports setting thấp.",1,3,25664965
BUILD-01507,2,Z690,NVIDIA,ASRock Z690M PG RIPTIDE/D5 DDR5 Micro ATX,Intel,Asrock,Asus TUF GAMING OC GeForce RTX 3060 Ti 8GB GDDR6 Black,Intel Core i5-13600K,7199760,3152443,11738160,200000,"Nhu cầu quốc dân (Tầm trung): Chơi mượt game eSports (LoL, CS2, Valorant) 144Hz, Game AAA ở Full HD, Thiết kế PTS/AI, Edit video cơ bản.",3,3,22290363
BUILD-01545,3,X870,AMD,ASUS X870 MAX GAMING WIFI7 W DDR5 ATX,AMD,Asus,Asus TUF GAMING OC Radeon RX 7800 XT 16GB GDDR6 White,AMD Ryzen 7 9800X3D,10836000,6698216,14399760,200000,Nhu cầu đa dụng: Cân bằng tốt giữa các tác vụ làm việc hàng ngày và giải trí chơi game.,1,1,32133976
BUILD-01687,4,H610,NVIDIA,Biostar H610 MX-E LGA1700 DDR4 Micro ATX,Intel,Unknown,MSI GAMING TRIO GeForce RTX 4080 16GB GDDR6X Black,Intel Core i9-13900K,10416000,4018139,44399760,300000,"Nhu cầu cao cấp: Chơi game AAA ở 4K/2K, Dựng phim 4K mượt mà, Đồ họa kỹ thuật phức tạp (AutoCAD, Blender, Maya), Stream game.",5,2,59133899
BUILD-06895,5,B850,NVIDIA,MSI B850 PRO B850M-VC WIFI6E AM5 DDR5 Micro ATX,AMD,MSI,Gigabyte GAMING OC GeForce RTX 4090 24 GB,AMD Ryzen 5 7600X,4091760,4992114,71903760,300000,"Nhu cầu cao cấp: Chơi game AAA ở 4K/2K, Dựng phim 4K mượt mà, Đồ họa kỹ thuật phức tạp (AutoCAD, Blender, Maya), Stream game.",3,3,81287634
BUILD-18679,1,B760,NVIDIA,ASUS B760M-AYW WIFI D4,Intel,Asus,Asus TUF GAMING OC GeForce GTX 1650 SUPER 4GB GDDR6 Black,Intel Core i5-13600K,7199760,4858808,10056000,200000,"Nhu cầu đa nhiệm làm việc: Viết code, Chỉnh sửa ảnh, Mở hàng chục tab trình duyệt, Chơi game nhẹ nhàng (LoL, FO4).",3,2,22314568
BUILD-02545,2,H610,AMD,Biostar H610 MX-E LGA1700 DDR4 Micro ATX,Intel,Unknown,Asus ROG STRIX OC Radeon RX 7600 8GB GDDR6 Black / Silver,Intel Core i9-13900K,10416000,4018139,6599760,200000,"Nhu cầu máy trạm chuyên biệt: Lập trình, Chạy máy ảo, Xử lý dữ liệu nặng (Data Science), Render bằng CPU, Chơi game eSports cơ bản.",5,3,21233899
BUILD-00358,1,B850,NVIDIA,MSI B850 PRO B850M-VC WIFI6E AM5 DDR5 Micro ATX,AMD,MSI,Asus TUF GAMING OC GeForce GTX 1650 SUPER 4GB GDDR6 Black,AMD Ryzen 7 9800X3D,10836000,4992114,10056000,200000,"Nhu cầu cơ bản: Làm việc văn phòng (Word, Excel), Học tập online, Giải trí lướt web xem phim, Chơi game eSports setting thấp.",1,3,26084114
BUILD-15041,4,B850,NVIDIA,MSI B850 PRO B850M-VC WIFI6E AM5 DDR5 Micro ATX,AMD,MSI,MSI GAMING TRIO GeForce RTX 4080 16GB GDDR6X Black,AMD Ryzen 7 9800X3D,10836000,4992114,44399760,300000,Nhu cầu đặc thù: Dồn toàn bộ ngân sách cho GPU để tối ưu Render 3D hoặc cày game nặng với ngân sách CPU eo hẹp.,1,3,60527874
BUILD-13062,5,Z690,NVIDIA,ASRock Z690M PG RIPTIDE/D5 DDR5 Micro ATX,Intel,Asrock,Gigabyte GAMING OC GeForce RTX 4090 24 GB,Intel Core i7-13700K,9367920,3152443,71903760,300000,"Nhu cầu tối thượng: Chơi game 4K Max Setting, Render 3D/Video 8K chuyên nghiệp, Huấn luyện AI/Deep Learning, Stream đa nền tảng.",4,3,84724123
BUILD-05293,4,B850,NVIDIA,MSI B850 PRO B850M-VC WIFI6E AM5 DDR5 Micro ATX,AMD,MSI,MSI GAMING TRIO GeForce RTX 4080 16GB GDDR6X Black,AMD Ryzen 7 7700X,5831520,4992114,44399760,300000,"Nhu cầu cao cấp: Chơi game AAA ở 4K/2K, Dựng phim 4K mượt mà, Đồ họa kỹ thuật phức tạp (AutoCAD, Blender, Maya), Stream game.",4,1,55523394
BUILD-12134,1,B650,AMD,Biostar B650 MT AM5 DDR5 Micro ATX,AMD,Unknown,Asus TUF GAMING OC Radeon RX 6500 XT 4GB GDDR6 Black,AMD Ryzen 7 7700X,5831520,4572965,3839760,200000,"Nhu cầu máy trạm chuyên biệt: Lập trình, Chạy máy ảo, Xử lý dữ liệu nặng (Data Science), Render bằng CPU, Chơi game eSports cơ bản.",4,1,14444245
BUILD-07374,3,Z690,NVIDIA,ASRock Z690M PG RIPTIDE/D5 DDR5 Micro ATX,Intel,Asrock,GALAX SUPER EX Gaming (1-Click OC) GeForce RTX 4070 12GB GDDR6X Pink,Intel Core i3-13100,3006000,3152443,19680000,200000,"Nhu cầu cận cao cấp: Chiến game AAA cực mượt ở 2K, Làm đồ họa 2D/3D bán chuyên nghiệp, Edit video 2K/4K.",2,2,26038443
BUILD-00697,1,H610,AMD,Biostar H610 MX-E LGA1700 DDR4 Micro ATX,Intel,Unknown,Asus TUF GAMING OC Radeon RX 6500 XT 4GB GDDR6 Black,Intel Core i3-13100,3006000,4018139,3839760,200000,"Nhu cầu cơ bản: Làm việc văn phòng (Word, Excel), Học tập online, Giải trí lướt web xem phim, Chơi game eSports setting thấp.",2,1,11063899
BUILD-07413,3,B760,AMD,Gigabyte B760 DS3H AX DDR5 ATX,Intel,Gigabyte,Asus TUF GAMING OC Radeon RX 7800 XT 16GB GDDR6 White,Intel Core i9-13900K,10416000,6913982,14399760,200000,"Nhu cầu cao cấp: Chơi game AAA ở 4K/2K, Dựng phim 4K mượt mà, Đồ họa kỹ thuật phức tạp (AutoCAD, Blender, Maya), Stream game.",5,2,31929742
BUILD-04180,5,B850,NVIDIA,ASRock B850 Pro RS WiFi AM5 DDR5 ATX,AMD,Asrock,Gigabyte GAMING OC GeForce RTX 4090 24 GB,AMD Ryzen 7 9800X3D,10836000,5268737,71903760,300000,Nhu cầu đặc thù: Dồn toàn bộ ngân sách cho GPU để tối ưu Render 3D hoặc cày game nặng với ngân sách CPU eo hẹp.,1,3,88308497
BUILD-05344,3,B650,NVIDIA,Biostar B650 MT AM5 DDR5 Micro ATX,AMD,Unknown,GALAX SUPER EX Gaming (1-Click OC) GeForce RTX 4070 12GB GDDR6X Pink,AMD Ryzen 7 7700X,5831520,4572965,19680000,200000,"Nhu cầu cao cấp: Chơi game AAA ở 4K/2K, Dựng phim 4K mượt mà, Đồ họa kỹ thuật phức tạp (AutoCAD, Blender, Maya), Stream game.",4,2,30284485
BUILD-06453,2,B850,AMD,MSI B850 PRO B850M-VC WIFI6E AM5 DDR5 Micro ATX,AMD,MSI,Asus ROG STRIX OC Radeon RX 7600 8GB GDDR6 Black / Silver,AMD Ryzen 7 7700X,5831520,4992114,6599760,200000,"Nhu cầu máy trạm chuyên biệt: Lập trình, Chạy máy ảo, Xử lý dữ liệu nặng (Data Science), Render bằng CPU, Chơi game eSports cơ bản.",4,2,17623394
BUILD-11640,3,B850,AMD,MSI B850 PRO B850M-VC WIFI6E AM5 DDR5 Micro ATX,AMD,MSI,Asus TUF GAMING OC Radeon RX 7800 XT 16GB GDDR6 White,AMD Ryzen 9 7950X,10799040,4992114,14399760,200000,"Nhu cầu cao cấp: Chơi game AAA ở 4K/2K, Dựng phim 4K mượt mà, Đồ họa kỹ thuật phức tạp (AutoCAD, Blender, Maya), Stream game.",5,2,30390914
BUILD-00576,2,B650,AMD,Gigabyte B650M C AM5 DDR5 Micro ATX,AMD,Gigabyte,Asus ROG STRIX OC Radeon RX 7600 8GB GDDR6 Black / Silver,AMD Ryzen 7 9800X3D,10836000,4466531,6599760,200000,Nhu cầu đa dụng: Cân bằng tốt giữa các tác vụ làm việc hàng ngày và giải trí chơi game.,1,1,22102291
BUILD-03270,4,H610,NVIDIA,Biostar H610 MX-E LGA1700 DDR4 Micro ATX,Intel,Unknown,MSI GAMING TRIO GeForce RTX 4080 16GB GDDR6X Black,Intel Core i9-13900K,10416000,4018139,44399760,300000,"Nhu cầu cao cấp: Chơi game AAA ở 4K/2K, Dựng phim 4K mượt mà, Đồ họa kỹ thuật phức tạp (AutoCAD, Blender, Maya), Stream game.",5,1,59133899
BUILD-00771,5,B760,NVIDIA,ASUS B760M-AYW WIFI D4,Intel,Asus,Gigabyte GAMING OC GeForce RTX 4090 24 GB,Intel Core i7-13700K,9367920,4858808,71903760,300000,"Nhu cầu tối thượng: Chơi game 4K Max Setting, Render 3D/Video 8K chuyên nghiệp, Huấn luyện AI/Deep Learning, Stream đa nền tảng.",4,1,86430488
BUILD-08107,3,B650,NVIDIA,Gigabyte B650M C AM5 DDR5 Micro ATX,AMD,Gigabyte,GALAX SUPER EX Gaming (1-Click OC) GeForce RTX 4070 12GB GDDR6X Pink,AMD Ryzen 7 9800X3D,10836000,4466531,19680000,200000,Nhu cầu đa dụng: Cân bằng tốt giữa các tác vụ làm việc hàng ngày và giải trí chơi game.,1,3,35182531
BUILD-07116,4,B760,NVIDIA,ASUS B760M-AYW WIFI D4,Intel,Asus,MSI GAMING TRIO GeForce RTX 4080 16GB GDDR6X Black,Intel Core i5-13600K,7199760,4858808,44399760,300000,"Nhu cầu cao cấp: Chơi game AAA ở 4K/2K, Dựng phim 4K mượt mà, Đồ họa kỹ thuật phức tạp (AutoCAD, Blender, Maya), Stream game.",3,3,56758328
BUILD-03753,5,X870,NVIDIA,ASUS X870 MAX GAMING WIFI7 W DDR5 ATX,AMD,Asus,Gigabyte GAMING OC GeForce RTX 4090 24 GB,AMD Ryzen 7 9800X3D,10836000,6698216,71903760,300000,"Nhu cầu cao cấp: Chơi game AAA ở 4K/2K, Dựng phim 4K mượt mà, Đồ họa kỹ thuật phức tạp (AutoCAD, Blender, Maya), Stream game.",3,2,89737976
BUILD-07603,1,B850,NVIDIA,MSI B850 PRO B850M-VC WIFI6E AM5 DDR5 Micro ATX,AMD,MSI,Asus TUF GAMING OC GeForce GTX 1650 SUPER 4GB GDDR6 Black,AMD Ryzen 7 9800X3D,10836000,4992114,10056000,200000,"Nhu cầu cơ bản: Làm việc văn phòng (Word, Excel), Học tập online, Giải trí lướt web xem phim, Chơi game eSports setting thấp.",1,2,26084114
BUILD-12872,3,B650,AMD,Biostar B650 MT AM5 DDR5 Micro ATX,AMD,Unknown,Asus TUF GAMING OC Radeon RX 7800 XT 16GB GDDR6 White,AMD Ryzen 7 9800X3D,10836000,4572965,14399760,200000,"Nhu cầu cận cao cấp: Chiến game AAA cực mượt ở 2K, Làm đồ họa 2D/3D bán chuyên nghiệp, Edit video 2K/4K.",3,2,30008725
BUILD-03509,1,B760,AMD,ASUS B760M-AYW WIFI D4,Intel,Asus,Asus TUF GAMING OC Radeon RX 6500 XT 4GB GDDR6 Black,Intel Core i3-13100,3006000,4858808,3839760,200000,"Nhu cầu cơ bản: Làm việc văn phòng (Word, Excel), Học tập online, Giải trí lướt web xem phim, Chơi game eSports setting thấp.",2,2,11904568
BUILD-04609,4,B760,AMD,ASUS B760M-AYW WIFI D4,Intel,Asus,Asus TUF GAMING OC Radeon RX 7900 XTX 24GB GDDR6 Black,Intel Core i9-13900K,10416000,4858808,21599760,300000,"Nhu cầu cao cấp: Chơi game AAA ở 4K/2K, Dựng phim 4K mượt mà, Đồ họa kỹ thuật phức tạp (AutoCAD, Blender, Maya), Stream game.",5,2,37174568
BUILD-02174,4,B850,AMD,MSI B850 PRO B850M-VC WIFI6E AM5 DDR5 Micro ATX,AMD,MSI,Asus TUF GAMING OC Radeon RX 7900 XTX 24GB GDDR6 Black,AMD Ryzen 7 9800X3D,10836000,4992114,21599760,300000,"Nhu cầu cao cấp: Chơi game AAA ở 4K/2K, Dựng phim 4K mượt mà, Đồ họa kỹ thuật phức tạp (AutoCAD, Blender, Maya), Stream game.",3,2,37727874
BUILD-01488,3,B650,AMD,Biostar B650 MT AM5 DDR5 Micro ATX,AMD,Unknown,Asus TUF GAMING OC Radeon RX 7800 XT 16GB GDDR6 White,AMD Ryzen 7 9800X3D,10836000,4572965,14399760,200000,Nhu cầu đa dụng: Cân bằng tốt giữa các tác vụ làm việc hàng ngày và giải trí chơi game.,1,3,30008725
BUILD-14877,5,B760,NVIDIA,ASUS B760M-AYW WIFI D4,Intel,Asus,Gigabyte GAMING OC GeForce RTX 4090 24 GB,Intel Core i7-13700K,9367920,4858808,71903760,300000,"Nhu cầu tối thượng: Chơi game 4K Max Setting, Render 3D/Video 8K chuyên nghiệp, Huấn luyện AI/Deep Learning, Stream đa nền tảng.",4,2,86430488
BUILD-02555,2,B650,NVIDIA,Gigabyte B650M C AM5 DDR5 Micro ATX,AMD,Gigabyte,Asus TUF GAMING OC GeForce RTX 3060 Ti 8GB GDDR6 Black,AMD Ryzen 5 7600X,4091760,4466531,11738160,200000,"Nhu cầu quốc dân (Tầm trung): Chơi mượt game eSports (LoL, CS2, Valorant) 144Hz, Game AAA ở Full HD, Thiết kế PTS/AI, Edit video cơ bản.",3,3,20496451
BUILD-09196,3,B650,NVIDIA,Biostar B650 MT AM5 DDR5 Micro ATX,AMD,Unknown,GALAX SUPER EX Gaming (1-Click OC) GeForce RTX 4070 12GB GDDR6X Pink,AMD Ryzen 7 9800X3D,10836000,4572965,19680000,200000,Nhu cầu đa dụng: Cân bằng tốt giữa các tác vụ làm việc hàng ngày và giải trí chơi game.,1,3,35288965
