BuildID,GPU_Tier,Motherboard_Chipset,GPU_Brand,Motherboard_Model,CPU_Brand,Motherboard_Brand,GPU_Model,CPU_Model,Component_Price_CPU,Component_Price_Motherboard,Component_Price_GPU,Assembly_Fee,Build_Notes,CPU_Tier,Motherboard_Tier,Total_Price,Detailed_Purpose,Target_User,GPU_Quantity,CPU_Socket,Motherboard_Socket,Price_Confidence,Availability_Status,CPU_Segment,GPU_Segment,GPU_Class,GPU_VRAM_GB,Purpose_Code,Purpose_Category,Purpose_Level,Primary_Workload,Recommended_Resolution,Recommended_RAM_GB,Recommended_Storage,Recommended_PSU_W,AI_Model_Class,ISV_Certification_Need,Compatibility_Status,Balance_Status,Fact_Check_Status,Fact_Check_Notes,RAG_Keywords,Source_CPU_URL,Source_GPU_URL,Source_Motherboard_URL
BUILD-17506,Tầm trung cao,B850,NVIDIA,MSI B850 PRO B850M-VC WIFI6E AM5 DDR5 Micro ATX,AMD,MSI,NVIDIA GeForce RTX 3060 Ti,AMD Ryzen 7 9800X3D,13899000,4992114,10999000,200000,"Nhu cầu đa dụng: Cân bằng tốt giữa các tác vụ làm việc hàng ngày và giải trí chơi game. | Cân bằng: Lệch mạnh về CPU | Tương thích: Tương thích | Tình trạng hàng: Chưa xác định | Kiểm tra: Cấu hình lệch mạnh về CPU. Một hoặc nhiều linh kiện thuộc đời cũ, đã ngừng kinh doanh hoặc cần xác minh tình trạng hàng. Ít nhất một mức giá là giá ước tính hoặc có độ tin cậy thấp. Chưa có giá CPU hoặc bo mạch chủ hiện tại được xác minh.",Hiệu năng cao,B850 / AM5,30090114,"Chơi game – AAA 1080p mức cao. Phù hợp: Trò chơi AAA ở 1080p mức cao, dò tia mức vừa và bản sửa đổi nhẹ. Giới hạn: Không bảo đảm chạy mức tối đa hoặc dò tia nặng trong mọi trò chơi. Khuyến nghị RAM 32GB, lưu trữ 1TB NVMe và bộ nguồn 600-700W. Đánh giá cân bằng: Lệch mạnh về CPU.",Chơi game — AAA 1080p mức cao,1,AM5,AM5,Chưa xác định,Chưa xác định,Hiệu năng cao,Tầm trung cao,Chơi game / sáng tạo nội dung,8,GAME-04,Chơi game,AAA 1080p mức cao,"Trò chơi AAA ở 1080p mức cao, dò tia mức vừa và bản sửa đổi nhẹ","1080p, khoảng 60-144 khung hình/giây",32,1TB NVMe,600-700,Không,Không cần,Tương thích,Lệch mạnh về CPU,CẦN KIỂM TRA,"Cấu hình lệch mạnh về CPU. Một hoặc nhiều linh kiện thuộc đời cũ, đã ngừng kinh doanh hoặc cần xác minh tình trạng hàng. Ít nhất một mức giá là giá ước tính hoặc có độ tin cậy thấp. Chưa có giá CPU hoặc bo mạch chủ hiện tại được xác minh.","GAME-04; Chơi game; AAA 1080p mức cao; AMD Ryzen 7 9800X3D; NVIDIA GeForce RTX 3060 Ti; B850; AM5; AM5; Trò chơi AAA ở 1080p mức cao, dò tia mức vừa và bản sửa đổi nhẹ; Chơi game / sáng tạo nội dung; Lệch mạnh về CPU; Tương thích",https://hacom.vn/cpu-amd-ryzen-7-9800x3d,https://hacom.vn/card-man-hinh-asus-tuf-rtx-3060-ti-8g-v2-gaming,
BUILD-11162,Phổ thông,B850,NVIDIA,MSI B850 PRO B850M-VC WIFI6E AM5 DDR5 Micro ATX,AMD,MSI,NVIDIA GeForce GTX 1650 SUPER,AMD Ryzen 9 7950X,15399000,4992114,3999000,200000,"Nhu cầu máy trạm chuyên biệt: Lập trình, Chạy máy ảo, Xử lý dữ liệu nặng (khoa học dữ liệu), Kết xuất bằng CPU, Chơi game thể thao điện tử cơ bản. | Cân bằng: Lệch mạnh về CPU | Tương thích: Tương thích | Tình trạng hàng: Chưa xác định | Kiểm tra: Cấu hình lệch mạnh về CPU. Một hoặc nhiều linh kiện thuộc đời cũ, đã ngừng kinh doanh hoặc cần xác minh tình trạng hàng. Ít nhất một mức giá là giá ước tính hoặc có độ tin cậy thấp. Chưa có giá CPU hoặc bo mạch chủ hiện tại được xác minh.",Đỉnh cao / máy trạm,B850 / AM5,24590114,"Chơi game – Thể thao điện tử 1080p. Phù hợp: Valorant, Liên Minh Huyền Thoại, Dota 2, CS2 và FC Online ở độ phân giải 1080p. Giới hạn: Trò chơi AAA mới có thể phải giảm mức thiết lập. Khuyến nghị RAM 16GB, lưu trữ 1TB NVMe và bộ nguồn 500-600W. Đánh giá cân bằng: Lệch mạnh về CPU.",Chơi game — Thể thao điện tử 1080p,1,AM5,AM5,Chưa xác định,Chưa xác định,Đỉnh cao / máy trạm,Phổ thông,Chơi game phổ thông,4,GAME-02,Chơi game,Thể thao điện tử 1080p,"Valorant, Liên Minh Huyền Thoại, Dota 2, CS2 và FC Online ở độ phân giải 1080p","1080p, khoảng 100-180 khung hình/giây tùy trò chơi",16,1TB NVMe,500-600,Không,Không cần,Tương thích,Lệch mạnh về CPU,CẦN KIỂM TRA,"Cấu hình lệch mạnh về CPU. Một hoặc nhiều linh kiện thuộc đời cũ, đã ngừng kinh doanh hoặc cần xác minh tình trạng hàng. Ít nhất một mức giá là giá ước tính hoặc có độ tin cậy thấp. Chưa có giá CPU hoặc bo mạch chủ hiện tại được xác minh.","GAME-02; Chơi game; Thể thao điện tử 1080p; AMD Ryzen 9 7950X; NVIDIA GeForce GTX 1650 SUPER; B850; AM5; AM5; Valorant, Liên Minh Huyền Thoại, Dota 2, CS2 và FC Online ở độ phân giải 1080p; Chơi game phổ thông; Lệch mạnh về CPU; Tương thích",https://hacom.vn/cpu-amd-ryzen-9-7950x,https://www.nvidia.com/en-us/geforce/graphics-cards/gtx-1650-super/,
BUILD-15106,Tầm trung cao,B760,NVIDIA,Gigabyte B760 DS3H AX DDR5 ATX,Intel,GIGABYTE,NVIDIA GeForce RTX 3060 Ti,Intel Core i7-13700K,9099000,3759000,10999000,200000,"Nhu cầu máy trạm chuyên biệt: Lập trình, Chạy máy ảo, Xử lý dữ liệu nặng (khoa học dữ liệu), Kết xuất bằng CPU, Chơi game thể thao điện tử cơ bản. | Cân bằng: Tương đối cân bằng | Tương thích: Tương thích | Tình trạng hàng: Đã ngừng kinh doanh | Kiểm tra: Một hoặc nhiều linh kiện thuộc đời cũ, đã ngừng kinh doanh hoặc cần xác minh tình trạng hàng.",Hiệu năng cao,B760 / LGA1700,24057000,"Chơi game – AAA 1080p mức cao. Phù hợp: Trò chơi AAA ở 1080p mức cao, dò tia mức vừa và bản sửa đổi nhẹ. Giới hạn: Không bảo đảm chạy mức tối đa hoặc dò tia nặng trong mọi trò chơi. Khuyến nghị RAM 32GB, lưu trữ 1TB NVMe và bộ nguồn 600-700W. Đánh giá cân bằng: Tương đối cân bằng.",Chơi game — AAA 1080p mức cao,1,LGA1700,LGA1700,Trung bình,Đã ngừng kinh doanh,Hiệu năng cao,Tầm trung cao,Chơi game / sáng tạo nội dung,8,GAME-04,Chơi game,AAA 1080p mức cao,"Trò chơi AAA ở 1080p mức cao, dò tia mức vừa và bản sửa đổi nhẹ","1080p, khoảng 60-144 khung hình/giây",32,1TB NVMe,600-700,Không,Không cần,Tương thích,Tương đối cân bằng,CẦN KIỂM TRA,"Một hoặc nhiều linh kiện thuộc đời cũ, đã ngừng kinh doanh hoặc cần xác minh tình trạng hàng.","GAME-04; Chơi game; AAA 1080p mức cao; Intel Core i7-13700K; NVIDIA GeForce RTX 3060 Ti; B760; LGA1700; LGA1700; Trò chơi AAA ở 1080p mức cao, dò tia mức vừa và bản sửa đổi nhẹ; Chơi game / sáng tạo nội dung; Tương đối cân bằng; Tương thích",https://hacom.vn/cpu-intel-core-i7-13700k-hang-nk,https://hacom.vn/card-man-hinh-asus-tuf-rtx-3060-ti-8g-v2-gaming,https://hacom.vn/mainboard-gigabyte-b760m-ds3h-ax-ddr5
BUILD-03324,Tầm trung,B850,AMD,MSI B850 PRO B850M-VC WIFI6E AM5 DDR5 Micro ATX,AMD,MSI,AMD Radeon RX 7600,AMD Ryzen 7 9800X3D,13899000,4992114,6999000,200000,"Nhu cầu đa dụng: Cân bằng tốt giữa các tác vụ làm việc hàng ngày và giải trí chơi game. | Cân bằng: Lệch mạnh về CPU | Tương thích: Tương thích | Tình trạng hàng: Chưa xác định | Kiểm tra: Cấu hình lệch mạnh về CPU. Một hoặc nhiều linh kiện thuộc đời cũ, đã ngừng kinh doanh hoặc cần xác minh tình trạng hàng. Ít nhất một mức giá là giá ước tính hoặc có độ tin cậy thấp. Chưa có giá CPU hoặc bo mạch chủ hiện tại được xác minh.",Hiệu năng cao,B850 / AM5,26090114,"Chơi game – AAA 1080p mức cao. Phù hợp: Trò chơi AAA ở 1080p mức cao, dò tia mức vừa và bản sửa đổi nhẹ. Giới hạn: Không bảo đảm chạy mức tối đa hoặc dò tia nặng trong mọi trò chơi. Khuyến nghị RAM 32GB, lưu trữ 1TB NVMe và bộ nguồn 600-700W. Đánh giá cân bằng: Lệch mạnh về CPU.",Chơi game — AAA 1080p mức cao,1,AM5,AM5,Chưa xác định,Chưa xác định,Hiệu năng cao,Tầm trung,Chơi game,8,GAME-04,Chơi game,AAA 1080p mức cao,"Trò chơi AAA ở 1080p mức cao, dò tia mức vừa và bản sửa đổi nhẹ","1080p, khoảng 60-144 khung hình/giây",32,1TB NVMe,600-700,Không,Không cần,Tương thích,Lệch mạnh về CPU,CẦN KIỂM TRA,"Cấu hình lệch mạnh về CPU. Một hoặc nhiều linh kiện thuộc đời cũ, đã ngừng kinh doanh hoặc cần xác minh tình trạng hàng. Ít nhất một mức giá là giá ước tính hoặc có độ tin cậy thấp. Chưa có giá CPU hoặc bo mạch chủ hiện tại được xác minh.","GAME-04; Chơi game; AAA 1080p mức cao; AMD Ryzen 7 9800X3D; AMD Radeon RX 7600; B850; AM5; AM5; Trò chơi AAA ở 1080p mức cao, dò tia mức vừa và bản sửa đổi nhẹ; Chơi game; Lệch mạnh về CPU; Tương thích",https://hacom.vn/cpu-amd-ryzen-7-9800x3d,https://www.amd.com/en/products/graphics/desktops/radeon.html,
BUILD-12440,Tích hợp,Z690,Intel,ASRock Z690M PG RIPTIDE/D5 DDR5 Micro ATX,Intel,ASRock,Intel UHD Graphics 770,Intel Core i7-13700K,9099000,4800000,0,200000,"Nhu cầu máy trạm chuyên biệt: Lập trình, Chạy máy ảo, Xử lý dữ liệu nặng (khoa học dữ liệu), Kết xuất bằng CPU, Chơi game thể thao điện tử cơ bản. | Cân bằng: Cân bằng cho văn phòng | Tương thích: Tương thích, cần kiểm tra BIOS | Tình trạng hàng: Đời cũ / giá niêm yết gần nhất | Kiểm tra: H610 hoặc Z690 có thể cần phiên bản BIOS hỗ trợ CPU Intel thế hệ 13 hoặc 14 đã chọn. Cần xác minh khả năng hỗ trợ BIOS trước khi lắp ráp. Một hoặc nhiều linh kiện thuộc đời cũ, đã ngừng kinh doanh hoặc cần xác minh tình trạng hàng. Ít nhất một mức giá là giá ước tính hoặc có độ tin cậy thấp.",Hiệu năng cao,Z690 / LGA1700,14099000,"Văn phòng – Lập trình và máy ảo nhẹ. Phù hợp: IDE, Android Studio, lập trình phía máy chủ, Docker nhẹ, 1-2 máy ảo và cơ sở dữ liệu cục bộ. Giới hạn: Nhiều máy ảo hoặc biên dịch dự án lớn cần CPU nhiều nhân và ít nhất 64GB RAM. Khuyến nghị RAM 32-64GB, lưu trữ 1-2TB NVMe và bộ nguồn 500-650W. Đánh giá cân bằng: Cân bằng cho văn phòng.",Văn phòng — Lập trình và máy ảo nhẹ,1,LGA1700,LGA1700,Thấp,Đời cũ / giá niêm yết gần nhất,Hiệu năng cao,Tích hợp,Văn phòng / đa phương tiện,0,OFF-04,Văn phòng,Lập trình và máy ảo nhẹ,"IDE, Android Studio, lập trình phía máy chủ, Docker nhẹ, 1-2 máy ảo và cơ sở dữ liệu cục bộ",2 màn hình 1440p,32-64,1-2TB NVMe,500-650,Không,Không cần,"Tương thích, cần kiểm tra BIOS",Cân bằng cho văn phòng,CẦN KIỂM TRA,"H610 hoặc Z690 có thể cần phiên bản BIOS hỗ trợ CPU Intel thế hệ 13 hoặc 14 đã chọn. Cần xác minh khả năng hỗ trợ BIOS trước khi lắp ráp. Một hoặc nhiều linh kiện thuộc đời cũ, đã ngừng kinh doanh hoặc cần xác minh tình trạng hàng. Ít nhất một mức giá là giá ước tính hoặc có độ tin cậy thấp.","OFF-04; Văn phòng; Lập trình và máy ảo nhẹ; Intel Core i7-13700K; Intel UHD Graphics 770; Z690; LGA1700; LGA1700; IDE, Android Studio, lập trình phía máy chủ, Docker nhẹ, 1-2 máy ảo và cơ sở dữ liệu cục bộ; Văn phòng / đa phương tiện; Cân bằng cho văn phòng; Tương thích, cần kiểm tra BIOS",https://hacom.vn/cpu-intel-core-i7-13700k-hang-nk,https://www.intel.com/content/www/us/en/products/details/processors.html,https://www.asrock.com/mb/Intel/Z690M%20PG%20RiptideD5/index.asp
BUILD-03698,Phổ thông,B850,NVIDIA,MSI B850 PRO B850M-VC WIFI6E AM5 DDR5 Micro ATX,AMD,MSI,NVIDIA GeForce GTX 1650 SUPER,AMD Ryzen 5 7600X,5699000,4992114,3999000,200000,"Nhu cầu đa nhiệm làm việc: Viết lập trình, Chỉnh sửa ảnh, Mở hàng chục tab trình duyệt, Chơi game nhẹ nhàng (LoL, FO4). | Cân bằng: Tương đối cân bằng | Tương thích: Tương thích | Tình trạng hàng: Chưa xác định | Kiểm tra: Một hoặc nhiều linh kiện thuộc đời cũ, đã ngừng kinh doanh hoặc cần xác minh tình trạng hàng. Ít nhất một mức giá là giá ước tính hoặc có độ tin cậy thấp. Chưa có giá CPU hoặc bo mạch chủ hiện tại được xác minh.",Hiệu năng tầm trung,B850 / AM5,14890114,"Chơi game – Thể thao điện tử 1080p. Phù hợp: Valorant, Liên Minh Huyền Thoại, Dota 2, CS2 và FC Online ở độ phân giải 1080p. Giới hạn: Trò chơi AAA mới có thể phải giảm mức thiết lập. Khuyến nghị RAM 16GB, lưu trữ 1TB NVMe và bộ nguồn 500-600W. Đánh giá cân bằng: Tương đối cân bằng.",Chơi game — Thể thao điện tử 1080p,1,AM5,AM5,Chưa xác định,Chưa xác định,Hiệu năng tầm trung,Phổ thông,Chơi game phổ thông,4,GAME-02,Chơi game,Thể thao điện tử 1080p,"Valorant, Liên Minh Huyền Thoại, Dota 2, CS2 và FC Online ở độ phân giải 1080p","1080p, khoảng 100-180 khung hình/giây tùy trò chơi",16,1TB NVMe,500-600,Không,Không cần,Tương thích,Tương đối cân bằng,CẦN KIỂM TRA,"Một hoặc nhiều linh kiện thuộc đời cũ, đã ngừng kinh doanh hoặc cần xác minh tình trạng hàng. Ít nhất một mức giá là giá ước tính hoặc có độ tin cậy thấp. Chưa có giá CPU hoặc bo mạch chủ hiện tại được xác minh.","GAME-02; Chơi game; Thể thao điện tử 1080p; AMD Ryzen 5 7600X; NVIDIA GeForce GTX 1650 SUPER; B850; AM5; AM5; Valorant, Liên Minh Huyền Thoại, Dota 2, CS2 và FC Online ở độ phân giải 1080p; Chơi game phổ thông; Tương đối cân bằng; Tương thích",https://hacom.vn/cpu-amd-ryzen-5-7600x-4.7-ghz-upto-5.3ghz-38mb-6-cores-12-threads-105w-socket-am5,https://www.nvidia.com/en-us/geforce/graphics-cards/gtx-1650-super/,
BUILD-18560,Tầm trung cao,B850,NVIDIA,MSI B850 PRO B850M-VC WIFI6E AM5 DDR5 Micro ATX,AMD,MSI,NVIDIA GeForce RTX 3060 Ti,AMD Ryzen 7 9800X3D,13899000,4992114,10999000,200000,"Nhu cầu đa dụng: Cân bằng tốt giữa các tác vụ làm việc hàng ngày và giải trí chơi game. | Cân bằng: Lệch mạnh về CPU | Tương thích: Tương thích | Tình trạng hàng: Chưa xác định | Kiểm tra: Cấu hình lệch mạnh về CPU. Một hoặc nhiều linh kiện thuộc đời cũ, đã ngừng kinh doanh hoặc cần xác minh tình trạng hàng. Ít nhất một mức giá là giá ước tính hoặc có độ tin cậy thấp. Chưa có giá CPU hoặc bo mạch chủ hiện tại được xác minh.",Hiệu năng cao,B850 / AM5,30090114,"Chơi game – AAA 1080p mức cao. Phù hợp: Trò chơi AAA ở 1080p mức cao, dò tia mức vừa và bản sửa đổi nhẹ. Giới hạn: Không bảo đảm chạy mức tối đa hoặc dò tia nặng trong mọi trò chơi. Khuyến nghị RAM 32GB, lưu trữ 1TB NVMe và bộ nguồn 600-700W. Đánh giá cân bằng: Lệch mạnh về CPU.",Chơi game — AAA 1080p mức cao,1,AM5,AM5,Chưa xác định,Chưa xác định,Hiệu năng cao,Tầm trung cao,Chơi game / sáng tạo nội dung,8,GAME-04,Chơi game,AAA 1080p mức cao,"Trò chơi AAA ở 1080p mức cao, dò tia mức vừa và bản sửa đổi nhẹ","1080p, khoảng 60-144 khung hình/giây",32,1TB NVMe,600-700,Không,Không cần,Tương thích,Lệch mạnh về CPU,CẦN KIỂM TRA,"Cấu hình lệch mạnh về CPU. Một hoặc nhiều linh kiện thuộc đời cũ, đã ngừng kinh doanh hoặc cần xác minh tình trạng hàng. Ít nhất một mức giá là giá ước tính hoặc có độ tin cậy thấp. Chưa có giá CPU hoặc bo mạch chủ hiện tại được xác minh.","GAME-04; Chơi game; AAA 1080p mức cao; AMD Ryzen 7 9800X3D; NVIDIA GeForce RTX 3060 Ti; B850; AM5; AM5; Trò chơi AAA ở 1080p mức cao, dò tia mức vừa và bản sửa đổi nhẹ; Chơi game / sáng tạo nội dung; Lệch mạnh về CPU; Tương thích",https://hacom.vn/cpu-amd-ryzen-7-9800x3d,https://hacom.vn/card-man-hinh-asus-tuf-rtx-3060-ti-8g-v2-gaming,
BUILD-12506,Cận cao cấp,B850,AMD,ASRock B850 Pro RS WiFi AM5 DDR5 ATX,AMD,ASRock,AMD Radeon RX 7800 XT,AMD Ryzen 9 7950X,15399000,5500000,14399000,200000,"Nhu cầu cao cấp: Chơi game AAA ở 4K/2K, Dựng phim 4K mượt mà, Đồ họa kỹ thuật phức tạp (AutoCAD, Blender, Maya), Phát trực tiếp game. | Cân bằng: Tương đối cân bằng | Tương thích: Tương thích | Tình trạng hàng: Đang bán / tồn kho hạn chế | Kiểm tra: Ít nhất một mức giá là giá ước tính hoặc có độ tin cậy thấp.",Đỉnh cao / máy trạm,B850 / AM5,35498000,"Chơi game – AAA 1440p mức cao. Phù hợp: Trò chơi AAA ở 1440p mức cao, thể thao điện tử tần số quét cao và họa tiết chất lượng cao. Giới hạn: Dò tia mức tối đa có thể cần công nghệ nâng độ phân giải hoặc tạo khung hình. Khuyến nghị RAM 32GB, lưu trữ 1-2TB NVMe và bộ nguồn 700-850W. Đánh giá cân bằng: Tương đối cân bằng.",Chơi game — AAA 1440p mức cao,1,AM5,AM5,Thấp,Đang bán / tồn kho hạn chế,Đỉnh cao / máy trạm,Cận cao cấp,Chơi game / sáng tạo nội dung,16,GAME-05,Chơi game,AAA 1440p mức cao,"Trò chơi AAA ở 1440p mức cao, thể thao điện tử tần số quét cao và họa tiết chất lượng cao","1440p, khoảng 80-165 khung hình/giây",32,1-2TB NVMe,700-850,Không,Không cần,Tương thích,Tương đối cân bằng,CẦN KIỂM TRA,Ít nhất một mức giá là giá ước tính hoặc có độ tin cậy thấp.,"GAME-05; Chơi game; AAA 1440p mức cao; AMD Ryzen 9 7950X; AMD Radeon RX 7800 XT; B850; AM5; AM5; Trò chơi AAA ở 1440p mức cao, thể thao điện tử tần số quét cao và họa tiết chất lượng cao; Chơi game / sáng tạo nội dung; Tương đối cân bằng; Tương thích",https://hacom.vn/cpu-amd-ryzen-9-7950x,https://www.amd.com/en/products/graphics/desktops/radeon/7000-series/amd-radeon-rx-7800-xt.html,https://www.asrock.com/mb/AMD/B850%20Pro%20RS%20WiFi/index.asp
BUILD-04390,Phổ thông,B760,AMD,Gigabyte B760 DS3H AX DDR5 ATX,Intel,GIGABYTE,AMD Radeon RX 6500 XT,Intel Core i9-13900K,13299000,3759000,4299000,200000,"Nhu cầu máy trạm chuyên biệt: Lập trình, Chạy máy ảo, Xử lý dữ liệu nặng (khoa học dữ liệu), Kết xuất bằng CPU, Chơi game thể thao điện tử cơ bản. | Cân bằng: Lệch mạnh về CPU | Tương thích: Tương thích | Tình trạng hàng: Đã ngừng kinh doanh | Kiểm tra: Cấu hình lệch mạnh về CPU. Một hoặc nhiều linh kiện thuộc đời cũ, đã ngừng kinh doanh hoặc cần xác minh tình trạng hàng. Ít nhất một mức giá là giá ước tính hoặc có độ tin cậy thấp.",Đỉnh cao / máy trạm,B760 / LGA1700,21557000,"Chơi game – Thể thao điện tử 1080p. Phù hợp: Valorant, Liên Minh Huyền Thoại, Dota 2, CS2 và FC Online ở độ phân giải 1080p. Giới hạn: Trò chơi AAA mới có thể phải giảm mức thiết lập. Khuyến nghị RAM 16GB, lưu trữ 1TB NVMe và bộ nguồn 500-600W. Đánh giá cân bằng: Lệch mạnh về CPU.",Chơi game — Thể thao điện tử 1080p,1,LGA1700,LGA1700,Thấp,Đã ngừng kinh doanh,Đỉnh cao / máy trạm,Phổ thông,Chơi game phổ thông,4,GAME-02,Chơi game,Thể thao điện tử 1080p,"Valorant, Liên Minh Huyền Thoại, Dota 2, CS2 và FC Online ở độ phân giải 1080p","1080p, khoảng 100-180 khung hình/giây tùy trò chơi",16,1TB NVMe,500-600,Không,Không cần,Tương thích,Lệch mạnh về CPU,CẦN KIỂM TRA,"Cấu hình lệch mạnh về CPU. Một hoặc nhiều linh kiện thuộc đời cũ, đã ngừng kinh doanh hoặc cần xác minh tình trạng hàng. Ít nhất một mức giá là giá ước tính hoặc có độ tin cậy thấp.","GAME-02; Chơi game; Thể thao điện tử 1080p; Intel Core i9-13900K; AMD Radeon RX 6500 XT; B760; LGA1700; LGA1700; Valorant, Liên Minh Huyền Thoại, Dota 2, CS2 và FC Online ở độ phân giải 1080p; Chơi game phổ thông; Lệch mạnh về CPU; Tương thích",https://hacom.vn/cpu-intel-core-i9-13900k,https://www.amd.com/en/products/graphics/desktops/radeon/6000-series/amd-radeon-rx-6500-xt.html,https://hacom.vn/mainboard-gigabyte-b760m-ds3h-ax-ddr5
BUILD-01015,Cận cao cấp,B850,AMD,MSI B850 PRO B850M-VC WIFI6E AM5 DDR5 Micro ATX,AMD,MSI,AMD Radeon RX 7800 XT,AMD Ryzen 7 9800X3D,13899000,4992114,14399000,200000,"Nhu cầu đa dụng: Cân bằng tốt giữa các tác vụ làm việc hàng ngày và giải trí chơi game. | Cân bằng: Tương đối cân bằng | Tương thích: Tương thích | Tình trạng hàng: Chưa xác định | Kiểm tra: Một hoặc nhiều linh kiện thuộc đời cũ, đã ngừng kinh doanh hoặc cần xác minh tình trạng hàng. Ít nhất một mức giá là giá ước tính hoặc có độ tin cậy thấp. Chưa có giá CPU hoặc bo mạch chủ hiện tại được xác minh.",Hiệu năng cao,B850 / AM5,33490114,"Chơi game – AAA 1440p mức cao. Phù hợp: Trò chơi AAA ở 1440p mức cao, thể thao điện tử tần số quét cao và họa tiết chất lượng cao. Giới hạn: Dò tia mức tối đa có thể cần công nghệ nâng độ phân giải hoặc tạo khung hình. Khuyến nghị RAM 32GB, lưu trữ 1-2TB NVMe và bộ nguồn 700-850W. Đánh giá cân bằng: Tương đối cân bằng.",Chơi game — AAA 1440p mức cao,1,AM5,AM5,Chưa xác định,Chưa xác định,Hiệu năng cao,Cận cao cấp,Chơi game / sáng tạo nội dung,16,GAME-05,Chơi game,AAA 1440p mức cao,"Trò chơi AAA ở 1440p mức cao, thể thao điện tử tần số quét cao và họa tiết chất lượng cao","1440p, khoảng 80-165 khung hình/giây",32,1-2TB NVMe,700-850,Không,Không cần,Tương thích,Tương đối cân bằng,CẦN KIỂM TRA,"Một hoặc nhiều linh kiện thuộc đời cũ, đã ngừng kinh doanh hoặc cần xác minh tình trạng hàng. Ít nhất một mức giá là giá ước tính hoặc có độ tin cậy thấp. Chưa có giá CPU hoặc bo mạch chủ hiện tại được xác minh.","GAME-05; Chơi game; AAA 1440p mức cao; AMD Ryzen 7 9800X3D; AMD Radeon RX 7800 XT; B850; AM5; AM5; Trò chơi AAA ở 1440p mức cao, thể thao điện tử tần số quét cao và họa tiết chất lượng cao; Chơi game / sáng tạo nội dung; Tương đối cân bằng; Tương thích",https://hacom.vn/cpu-amd-ryzen-7-9800x3d,https://www.amd.com/en/products/graphics/desktops/radeon/7000-series/amd-radeon-rx-7800-xt.html,
BUILD-01551,Cao cấp,Z790,AMD,EVGA Z790 CLASSIFIED LGA1700 DDR5 EATX,Intel,EVGA,AMD Radeon RX 7900 XTX,Intel Core i3-13100,3099000,13700000,25999000,300000,"Nhu cầu đặc thù: Dồn toàn bộ ngân sách cho GPU để tối ưu Kết xuất 3D hoặc cày game nặng với ngân sách CPU eo hẹp. | Cân bằng: Tương đối cân bằng | Tương thích: Tương thích | Tình trạng hàng: Chưa xác định | Kiểm tra: Một hoặc nhiều linh kiện thuộc đời cũ, đã ngừng kinh doanh hoặc cần xác minh tình trạng hàng. Ít nhất một mức giá là giá ước tính hoặc có độ tin cậy thấp.",Phổ thông / văn phòng,Z790 / LGA1700,43098000,"Chơi game – 4K mức cao. Phù hợp: Trò chơi AAA ở 4K mức cao, họa tiết lớn và dò tia mức vừa. Giới hạn: Không phải trò chơi nào cũng đạt 120 khung hình/giây ở độ phân giải gốc. Khuyến nghị RAM 32-64GB, lưu trữ 2TB NVMe và bộ nguồn 850-1000W. Đánh giá cân bằng: Tương đối cân bằng.",Chơi game — 4K mức cao,1,LGA1700,LGA1700,Thấp,Chưa xác định,Phổ thông / văn phòng,Cao cấp,Chơi game / sáng tạo nội dung,24,GAME-07,Chơi game,4K mức cao,"Trò chơi AAA ở 4K mức cao, họa tiết lớn và dò tia mức vừa","4K, khoảng 60-120 khung hình/giây tùy trò chơi",32-64,2TB NVMe,850-1000,Không,Không cần,Tương thích,Tương đối cân bằng,CẦN KIỂM TRA,"Một hoặc nhiều linh kiện thuộc đời cũ, đã ngừng kinh doanh hoặc cần xác minh tình trạng hàng. Ít nhất một mức giá là giá ước tính hoặc có độ tin cậy thấp.","GAME-07; Chơi game; 4K mức cao; Intel Core i3-13100; AMD Radeon RX 7900 XTX; Z790; LGA1700; LGA1700; Trò chơi AAA ở 4K mức cao, họa tiết lớn và dò tia mức vừa; Chơi game / sáng tạo nội dung; Tương đối cân bằng; Tương thích",https://hacom.vn/cpu-intel-core-i3-13100,https://www.amd.com/en/products/graphics/desktops/radeon/7000-series/amd-radeon-rx-7900-xtx.html,https://www.evga.com/
